artists,popularity,genres
Afrika Bambaataa,38.8,"['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop']"
Afrikan Boy,45,[]
Afro B,68,"['afroswing', 'dancehall', 'uk dancehall']"
Afro Bros,78,"['basshall', 'dutch hip hop', 'dutch house', 'dutch trap pop']"
Afro Celt Sound System,42,"['celtic', 'world', 'world fusion']"
Afro-Cuban All Stars,49,['latin jazz']
Afrojack,52.7857142857,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
Afroman,53.5,"['comedy rap', 'gangster rap', 'hip hop', 'rap']"
Afroula,0,[]
After 7,40.5,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
After The Burial,49,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'progressive metalcore']"
After The Fire,48.5,['new wave']
Aftertheparty,59,"['trap soul', 'vapor trap']"
Afu-Ra,56,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
Afzal,0,[]
Afzal Lahori,0,[]
Aga Sarwar,0,[]
Against All Authority,45,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Against Me!,46.375,"['folk punk', 'gainesville indie', 'orgcore', 'punk', 'skate punk']"
Against The Current,75,"['neon pop punk', 'pixie', 'pop punk', 'viral pop']"
Agapitos,0,[]
Agatha Lee Monn,70,[]
Agatha Reilly,59,['background music']
Agathoklis Mouskas,0,[]
Agent Orange,36.3333333333,"['hardcore punk', 'punk', 'skate punk', 'surf punk']"
Agent Steel,37,"['melodic thrash', 'metal', 'neo-trad metal', 'nwothm', 'old school thrash', 'speed metal', 'thrash metal']"
Agigat Rzaeva,1,['azeri traditional']
Agnes,64,"['chamber pop', 'focus']"
Agnes Baltsa,34,"['classical mezzo-soprano', 'classical performance', 'opera']"
Agnes Giebel,0,['classical soprano']
Agnes Moorehead,21.5,['drama']
Agnes Obel,50.5,"['chamber pop', 'focus']"
Agnes Varda,24,[]
Agnetha Fältskog,42.3333333333,"['classic swedish pop', 'europop', 'new wave pop']"
Agni Bjark,65,[]
Agnostic Front,37,"['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk', 'straight edge']"
Ago,31,[]
Aguaturbia,30,['chilean rock']
"Agung, tambul, and dabakan",3,['pinoy traditional']
Agust D,70.4,['k-rap']
Agustin Magaldi,0,[]
Agustín Barrios Mangoré,35.3333333333,"['classical guitar', 'latin classical', 'polca paraguaya']"
Agustín Irusta,0.1304347826,['vintage tango']
Agustín Lara,24.8333333333,"['bolero', 'ranchera']"
Agustín León Ara,36,[]
Ahlam,0,['arab pop']
Ahmad Jamal,16.4605263158,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
Ahmad Jamal Quintet,11.7,[]
Ahmad Jamal Trio,20.7777777778,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz trio', 'soul jazz', 'stride']"
Ahmad Lewis,45,[]
Ahmed Dilawar,0,[]
Ahmed Party,0,[]
Ahmet Celal Bey,0,[]
Ahmet Kaya,60,"['turkish folk', 'turkish rock']"
Ahmet Üstün,0,[]
Ahrix,78,['gaming edm']
Aida Cuevas,32.5,"['bolero', 'mariachi', 'ranchera']"
Aiko,72,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']"
Ailee,58,"['k-pop', 'korean pop']"
Aim,50.7142857143,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
Aimee Mann,44.1666666667,"['folk', 'indie pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
Aimer,60,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
Aimie Atkinson,64,[]
Aino Jawo,61.3333333333,[]
Air,43.6451612903,"['adult standards', 'mellow gold', 'soft rock']"
Air Supply,50.34375,"['adult standards', 'mellow gold', 'soft rock']"
Airbourne,61,"['glam metal', 'hard rock', 'metal', 'rock', 'wrestling']"
Airiel,42,"['american shoegaze', 'dream pop', 'dreamgaze', 'indie shoegaze', 'nu gaze', 'shoegaze']"
Airplay,28,"['deep soft rock', 'yacht rock']"
Airship Express,66,['background music']
Aisha Badru,58,"['indie folk', 'nyc pop']"
Aitch,62,['manchester hip hop']
Aiyana-Lee,73,[]
Ajda Pekkan,51,"['turkish jazz', 'turkish pop', 'turkish psych', 'turkish rock']"
Ajit Merchant,0,[]
Akademie für Alte Musik Berlin,50,"['baroque ensemble', 'choral', 'classical', 'classical performance', 'early music', 'historically informed performance']"
Akhil Bandhu Ghosh,0,[]
Akin,61,"['country', 'country road', 'modern country rock']"
Akina Nakamori,44,"['j-pop', 'japanese city pop', 'japanese new wave', 'kayokyoku', 'techno kayo']"
Akinyele,40,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
Akira Kobayashi,21.9230769231,"['enka', 'kayokyoku']"
Akkineni Nageswara Rao,0,[]
Akon,52.5371900826,['dance pop']
Akwid,51.4705882353,"['chicano rap', 'latin hip hop', 'mexican hip hop']"
Akylla,53,[]
Al Alberts,36.6666666667,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
Al B. Sure!,39.2941176471,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Al Bano,45,"['classic italian pop', 'italian pop']"
Al Bano And Romina Power,35,['classic italian pop']
Al Bowlly,7.0576923077,"['adult standards', 'big band', 'british dance band', 'lounge', 'swing']"
Al Caiola,24.0833333333,"['adult standards', 'ballroom', 'easy listening', 'exotica', 'lounge']"
Al Casey,2,[]
Al Cohn,6.6,"['bebop', 'cool jazz', 'hard bop', 'jazz saxophone']"
Al Corley,57,[]
Al Dexter & His Troopers,20,['country boogie']
Al Di Meola,33.9411764706,"['flamenco guitar', 'jazz fusion', 'jazz guitar']"
Al Green,36.5612903226,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
Al Gromer Khan,40,"['healing', 'kirtan', 'meditation', 'new tribe', 'sitar', 'world fusion']"
Al Haig Quartet,0,[]
Al Haig Trio,2,['jazz trio']
Al Hirt,23.04,"['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']"
Al Hudson,33.3333333333,[]
Al Hurricane,21,['new mexico music']
Al Jarreau,36.9032258065,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']"
Al Johnson,43,['background music']
Al Jolson,0,"['adult standards', 'big band', 'ragtime', 'tin pan alley', 'vintage jazz']"
Al Kooper,30.6590909091,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'roots rock']"
Al Martino,30.4,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
Al Philip Jere Syncopators,0,[]
Al Stewart,31.8823529412,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
Al Stillman,0,['tin pan alley']
Al Valdés y su Orquesta,22,[]
Al Wilson,43.5,"['classic soul', 'motown', 'northern soul']"
Al. Bebe,0,[]
Alabama,36.0700934579,"['country', 'country road', 'country rock']"
Alabama 3,42.5,['big beat']
Alabama Jr.Pettis,0,[]
Alabama Shakes,52,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']"
Alabina,48,['arab pop']
Alacranes Musical,47.8666666667,"['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
Aladdin Original Broadway Cast,50,['broadway']
Alain Barrière,48,"['chanson', 'ye ye']"
Alain Bashung,51,"['chanson', 'french indie pop', 'french rock', 'nouvelle chanson francaise']"
Alain Boublil,36,['broadway']
Alain Delon,57,[]
Alain Goraguer,31.6,"['french soundtrack', 'laboratorio', 'vintage french electronic']"
Alain Planes,55.6666666667,['classical piano']
Alain Souchon,58,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Alaina Castillo,69,['pop']
Alaine,50,"['lovers rock', 'modern reggae', 'riddim', 'roots reggae', 'soca']"
Alan Braden,20,"['library music', 'operetta']"
Alan Bristow,27,[]
Alan Cavé,45,"['kompa', 'twoubadou', 'zouk']"
Alan Cumming,35.8,"['broadway', 'show tunes']"
Alan Davies,16.5,[]
Alan Dudley,14,[]
Alan Friedman,32,[]
Alan Gilbert,0.75,"['classical performance', 'orchestral performance']"
Alan Hale,0,[]
Alan Hawkshaw,30.25,"['exotica', 'library music', 'lounge', 'spytrack']"
Alan Howarth,29,"['classic soundtrack', 'horror synth', 'soundtrack']"
Alan Jackson,44.7381974249,"['contemporary country', 'country', 'country road']"
Alan Jay Lerner,17.3333333333,[]
Alan Lomax,11.75,"['spirituals', 'traditional blues', 'traditional folk']"
Alan Loveday,28,[]
Alan Menken,39.4,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']"
Alan Mills,1.6666666667,[]
Alan Mills and the Four Shipmates,22,[]
Alan Moorhouse,29,['library music']
Alan Palomo,42,[]
Alan Parker,28,"['library music', 'spytrack']"
Alan Parsons,37.3333333333,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
Alan Rickman,43,[]
Alan Silvestri,50.625,"['scorecore', 'soundtrack']"
Alan Tam,37.8888888889,"['c-pop', 'cantopop', 'classic cantopop']"
Alan Titus,44,[]
Alan Umstead,58,[]
Alan Walker,71.6206896552,['electro house']
Alan Watts,39,['free folk']
Alan Wayne,53,[]
Alan Wilder,37.7142857143,[]
Alanalda,18,[]
Alanis Morissette,49.012195122,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
Alannah Myles,60.5,"['classic canadian rock', 'new wave pop']"
Alasdair Fraser,32,"['celtic', 'irish folk', 'jig and reel', 'scottish fiddle', 'scottish folk', 'string folk']"
Alaska Y Dinarama,54,"['spanish new wave', 'spanish pop']"
Alaska Y Los Pegamoides,48,['spanish new wave']
Alauddin,0,[]
Alaíde Costa,39,['bossa nova']
Alban Berg,1.6153846154,"['classical performance', 'string quartet']"
Alban Berg Quartett,29,"['classical performance', 'string quartet']"
Albeli,0,[]
Albert Ammons & Pete Johnson,9.5,[]
Albert Ayler,22,"['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']"
Albert Collins,39.375,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']"
Albert Cornellier,0,[]
Albert Hammond,41.8666666667,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues', 'rock']"
Albert Hammond Jr,46,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues', 'rock']"
Albert Hay Malotte,9.3333333333,[]
Albert King,28.1052631579,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
Albert Linville,6.8,[]
Albert Lortzing,0,"['classical era', 'german opera']"
Albert Préjean,0,['vintage chanson']
Alberta Hunter,35,[]
Albertina Walker,24,['gospel']
"Alberto ""Beto"" Zapata",68,[]
Alberto Albertini,0.5,[]
Alberto Arenas,0,['vintage tango']
Alberto Beltran,3.9565217391,['bolero']
Alberto Cortez,43.1428571429,"['bolero', 'cantautor', 'nueva cancion', 'pop romantico', 'ranchera', 'trova']"
Alberto Erede,0.1666666667,['opera']
Alberto Fontán Luna,0,[]
Alberto Gomez,0,['vintage tango']
Alberto Martini,45,[]
Alberto Pedraza,50.3333333333,"['cumbia', 'cumbia sonidera']"
Alberto Pedraza Con Su Ritmo Y Sabor,47,['cumbia sonidera']
Alberto Pedraza Islas,45,[]
Alberto Rabagliati,1.5,"['classic italian pop', 'swing italiano', 'vintage italian pop']"
Alberto Ruiz,4,['andean']
Alberto Ruiz Lavadenz,0.6666666667,[]
Alberto Vazquez,50.8333333333,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
Alberto Y Roberto,50.6666666667,"['cumbia', 'grupera', 'regional mexican']"
Albino Gaggi,0,[]
Alborosie,57.5,"['modern reggae', 'reggae', 'roots reggae']"
Alcatrazz,35,"['album rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal']"
Alceo Galliera,15,[]
Alceu Valença,60,"['forro', 'mangue bit', 'mpb', 'pernambuco alternative']"
Alcides Briceño,0,[]
Alcides Caminha,29,[]
Alcoholics Anonymous,0.023255814,[]
Alda Noni,0,"['classical soprano', 'italian soprano', 'vintage schlager']"
Aldenhoff,0,[]
Aldir Blanc,43,"['brazilian composition', 'choro', 'roda de samba', 'samba', 'velha guarda']"
Aldo Bertocci,0,[]
Aldo Campoamor,0,['vintage tango']
Aldo Campoamor & Hector Insua,0,[]
Aldo Ciccolini,40.5,['classical piano']
Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza,0,[]
Aldo Donà,0,['vintage italian pop']
Aldo Marin,26,[]
Aldo Nova,33,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']"
Aldo Protti,0.15,"['classical baritone', 'italian baritone']"
Aldo Trujillo,68.5,"['corridos tumbados', 'regional mexican pop']"
Aleanne Francois,0,['haitian traditional']
"Alec ""Guitar Slim"" Seward",0,[]
Alec Benjamin,69.0243902439,['pop']
Alec Redshaw,0,[]
Alec Wilder,7,['tin pan alley']
Alegre All Stars,13.6,"['latin jazz', 'salsa international']"
Alejandra Guzman,51.45,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']"
"Alejandro ""Mosty"" Patiño",60,[]
Alejandro Algara,25,['bolero']
Alejandro Cardona,5,[]
Alejandro Escovedo,39.5,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'pub rock', 'roots rock']"
Alejandro Fernández,48.7887323944,"['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']"
Alejandro Filio,54,"['cantautor', 'nueva cancion', 'trova']"
Alejandro Sanz,47.7777777778,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
Aleko Efendi,0,[]
Alekos Dimou,0,[]
Alekos Kitsakis,0,['rebetiko']
Aleks Syntek,55.6875,"['grupera', 'latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']"
Aleksis Zoympas-Violi,0,[]
Alena Cherny,59,[]
Alesana,48,"['metalcore', 'north carolina emo', 'screamo']"
Alessandra De Negri,0,[]
Alessandro Corbelli,33,"['classical baritone', 'italian baritone', 'opera']"
Alessandro Marcello,36,"['baroque', 'early music', 'italian baroque']"
Alessandro Safina,50,"['italian tenor', 'operatic pop']"
Alessandro Scarlatti,0,"['baroque', 'classical', 'early music', 'italian baroque', 'italian opera']"
Alessi Brothers,50,['yacht rock']
Alessia Cara,58.6216216216,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Alessio Bax,61,['classical piano']
Alesso,62.9285714286,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
Alestorm,44.25,"['comic', 'comic metal', 'metal', 'pirate', 'power metal', 'progressive metal', 'scottish metal']"
Alex & Sierra,68.3333333333,"['indie cafe pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
Alex Banin,66,[]
Alex Boniello,49.5,[]
Alex Brightman,66,"['broadway', 'hollywood', 'show tunes']"
Alex Bueno,49,"['bachata', 'latin', 'merengue', 'tropical']"
Alex Bugnon,33.4,['smooth jazz']
Alex Campos,54,"['latin christian', 'latin worship', 'mariachi cristiano']"
Alex Clare,59,['modern alternative rock']
Alex Cornell,55,[]
Alex Ebert,49,['alternative americana']
Alex Foster,1,[]
Alex G,50,"['alternative rock', 'art pop', 'freak folk', 'garage psych', 'indie folk', 'indie garage rock', 'indie pop', 'indie rock', 'lo-fi', 'philly indie']"
Alex Gaudino,71,"['disco house', 'edm', 'electro house', 'vocal house']"
Alex Guesta,1.3333333333,['deep uplifting trance']
Alex Hall,52,[]
Alex Hope,59,[]
Alex Isley,49,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'indie soul', 'lo-fi chill', 'neo r&b']"
Alex Lacamoire,44.1818181818,[]
Alex Manga,60,[]
Alex Natale DJ,51,[]
Alex Newell,65,"['dance pop', 'electropop', 'indie poptimism']"
Alex Orbison,28.4,[]
Alex Pro,47,['tecnobanda']
Alex Rose,73.5,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
Alex Somers,43.5,['nordic soundtrack']
Alex Spanador Mosely,55,[]
Alex Sparrow,56,[]
Alex Turner,47.25,"['modern rock', 'rock', 'sheffield indie']"
Alex Ubago,59.625,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']"
Alex Van Halen,33,['rock drums']
Alex Wiley,49,"['chicago rap', 'deep underground hip hop', 'underground hip hop']"
Alex de Grassi,30,['fingerstyle']
"Alex, Jorge Y Lena",58,"['latin', 'latin pop']"
Alexa Vega,46,[]
Alexander 'Skip' Spence,24.5714285714,"['cosmic american', 'country rock', 'experimental', 'folk rock', 'outsider', 'psychedelic rock']"
Alexander 23,70.25,"['indie pop', 'indie r&b', 'pop']"
Alexander Acha,70,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
Alexander Borodin,21.2380952381,"['classical', 'late romantic era', 'russian romanticism']"
Alexander Briger,66,[]
Alexander Glazunov,4.6666666667,"['post-romantic era', 'russian romanticism']"
Alexander Gowlovech,0,[]
Alexander Gretchaninov,0.5,"['russian modern classical', 'russian romanticism']"
Alexander Hanson,40,[]
Alexander Hilsberg,0.3333333333,['historic orchestral performance']
Alexander King,54,"['country rap', 'redneck']"
Alexander Kipnis,0,['classical bass']
Alexander Klinger,50.5,[]
Alexander Malter,52,['contemporary classical piano']
Alexander Muir,24,[]
Alexander O'Neal,40.2857142857,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Alexander Oliver,22,[]
Alexander Peskanov,44,['ragtime']
Alexander Rahbari,31,[]
Alexander Robotnick,33,['electro']
Alexander Rybak,46.3333333333,['eurovision']
Alexander Schneider,1.7586206897,[]
Alexander Schneider Quintet,0,[]
Alexander Scholuch,0,[]
Alexander Schreiner,16,[]
Alexander Scriabin,3.3114754098,"['early modern classical', 'impressionism', 'late romantic era', 'russian romanticism']"
Alexander String Quartet,52,['string quartet']
Alexander Zakin,0.0909090909,[]
Alexandra,63,"['bachata', 'latin', 'tropical']"
Alexandra Stan,62,"['dance pop', 'romanian pop']"
Alexandre Brailowsky,0,[]
Alexandre Desplat,48.1176470588,"['compositional ambient', 'french soundtrack', 'hollywood', 'soundtrack']"
Alexandre Pires,57,"['axe', 'pagode']"
Alexandre Tansman,4,"['early modern classical', 'neoclassicism']"
Alexandre Tharaud,52.125,"['classical performance', 'classical piano']"
Alexei Lubimov,50,"['classical piano', 'historical keyboard']"
Alexi,48,"['calming instrumental', 'classify', 'focus']"
Alexi Murdoch,51.4285714286,"['acoustic pop', 'british singer-songwriter', 'indie folk', 'neo mellow', 'stomp and holler']"
Alexis Ffrench,51,"['calming instrumental', 'classify', 'focus']"
Alexis Jordan,48,[]
Alexis Korner's Blues Incorporated,43,"['british blues', 'british invasion']"
Alexis Roberts,70,['lo-fi chill']
Alexis Vlassof Chorus,0.3333333333,[]
Alexis Weissenberg,48.6666666667,['classical piano']
Alexis y Fido,56.1111111111,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
Alexisonfire,46,"['canadian post-hardcore', 'canadian rock', 'melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']"
Alextbh,56,"['indie r&b', 'lo-fi chill', 'malaysian indie']"
Alfamega,42,[]
Alfonso Cruz Jimenez,12,[]
Alfonso Ortiz Tirado,0,['bolero']
Alfonso Vega Núñez,0,[]
Alfonso X El Sabio,0,"['classical', 'early music', 'medieval', 'musica antigua', 'renaissance']"
Alfred Antonini,5,[]
Alfred Apaka,19.6666666667,['hawaiian']
Alfred Brendel,37.375,"['classical', 'classical performance', 'classical piano']"
Alfred Cortot,1.4516129032,['historic piano performance']
Alfred Deller,0,['classical countertenor']
Alfred Drake,5.1621621622,[]
Alfred Hause,44.5,"['ballroom', 'easy listening']"
Alfred Henderson,0,['bahamian folk']
Alfred Hitchcock,11.1428571429,['reading']
Alfred Newman,1.3693693694,['classic soundtrack']
Alfred Pfeifle,0,[]
Alfred Piccaver,0,[]
Alfred Poell,0,[]
Alfred Prinz,46,['classical clarinet']
Alfred Reed,37,['concert band']
Alfred Wallenstein,7.2692307692,[]
Alfredo Antonini,9.023255814,[]
Alfredo Arroyo,7,[]
Alfredo Casella,0,"['early modern classical', 'neoclassicism']"
Alfredo Catalani,1.8888888889,"['italian opera', 'late romantic era']"
